class template, instantiations, multiple overload instantiations, loc, definition file path, line
reference, //47, //8, //31, //include/base.h, //115
CommandModule, //0, //0, //16, //include/inspircd.h, //844
SimpleExtItem, //17, //12, //34, //include/extensible.h, //97
dynamic_reference, //8, //3, //12, //include/modules.h, //292
caller1, //4, //4, //11, //include/caller.h, //138
HandlerBase0, //4, //2, //6, //include/caller.h, //50
HandlerBase1, //6, //2, //6, //include/caller.h, //57
caller2, //5, //2, //11, //include/caller.h, //151
HandlerBase2, //2, //1, //6, //include/caller.h, //64
HandlerBase3, //2, //1, //6, //include/caller.h, //71
caller3, //1, //1, //11, //include/caller.h, //164
HandlerBase4, //2, //1, //6, //include/caller.h, //78
HandlerBase5, //2, //1, //6, //include/caller.h, //85
HandlerBase6, //2, //1, //6, //include/caller.h, //92
HandlerBase7, //2, //0, //6, //include/caller.h, //99
HandlerBase8, //2, //0, //6, //include/caller.h, //106
caller, //0, //0, //9, //include/caller.h, //113
caller0, //0, //0, //11, //include/caller.h, //125
caller4, //0, //0, //11, //include/caller.h, //177
caller5, //0, //0, //11, //include/caller.h, //190
caller6, //0, //0, //11, //include/caller.h, //203
caller7, //0, //0, //11, //include/caller.h, //216
caller8, //0, //0, //11, //include/caller.h, //229
vtable, //0, //0, //54, //src/modules/m_testnet.cpp, //24

function template, instantiations, multiple overload instantiations, loc, definition file path, line
ModuleManager::FindDataService, //8, //1, //4, //include/modules.h, //1627
ConvToInt, //6, //1, //6, //include/inspircd.h, //172
ConvToStr, //44, //9, //6, //include/inspircd.h, //162
SearchAndReplace, //2, //2, //21, //include/hashcomp.h, //63
DeleteZero, //16, //16, //6, //src/inspircd.cpp, //84
range, //7, //6, //9, //src/configreader.cpp, //73
vtable::read, //2, //1, //13, //src/modules/m_testnet.cpp, //37
vtinit, //80, //1, //4, //src/modules/m_testnet.cpp, //80
ConvNumeric, //2, //2, //17, //include/inspircd.h, //107

