class template, instantiations, multiple overload instantiations, loc, definition file path, line
save_and_restore, //2, //1, //9, //util.h, //237
Array2D, //1, //1, //11, //util.h, //322
auto_free_ref, //0, //0, //17, //auto_free.h, //39
generic_dpg, //0, //0, //8, //tapsets.h, //45
__gnu_cxx::hash, //0, //0, //4, //unordered.h, //42

function template, instantiations, multiple overload instantiations, loc, definition file path, line
update_visitor::provide, //135, //1, //4, //staptree.h, //1124
update_visitor::replace, //106, //1, //4, //staptree.h, //1129
lex_cast, //127, //17, //7, //util.h, //111
lex_cast, //30, //5, //8, //util.h, //121
dwflpp::iterate_over_libraries, //1, //1, //6, //dwflpp.h, //301
dwflpp::iterate_over_notes, //1, //1, //13, //dwflpp.h, //285
dwflpp::iterate_over_plt, //1, //1, //7, //dwflpp.h, //310
deep_copy_visitor::deep_copy, //5, //1, //5, //staptree.h, //1190
delete_map, //3, //2, //6, //util.h, //226
update_visitor::require, //3, //1, //19, //staptree.h, //1104
resolve_2types, //4, //1, //32, //elaborate.cxx, //4830
dwflpp::iterate_over_callees, //0, //0, //22, //dwflpp.h, //372
dwflpp::iterate_over_cus, //0, //0, //8, //dwflpp.h, //235
dwflpp::iterate_over_functions, //0, //0, //6, //dwflpp.h, //267
dwflpp::iterate_over_globals, //0, //0, //14, //dwflpp.h, //513
dwflpp::iterate_over_inline_instances, //0, //0, //6, //dwflpp.h, //250
dwflpp::iterate_over_labels, //0, //0, //28, //dwflpp.h, //341
dwflpp::iterate_over_modules, //0, //0, //14, //dwflpp.h, //212
dwflpp::iterate_over_srcfile_lines, //0, //0, //18, //dwflpp.h, //320
dwflpp::iterate_over_types, //0, //0, //16, //dwflpp.h, //530
dwflpp::iterate_single_function, //0, //0, //6, //dwflpp.h, //276
hex_dump, //2, //1, //16, //util.h, //163
lex_cast_qstring, //24, //5, //8, //util.h, //184
eval_comparison, //6, //2, //17, //parse.cxx, //346
lex_cast_hex, //4, //1, //8, //util.h, //152
vector_has, //2, //1, //4, //util.h, //253
stap_hash::add, //12, //1, //6, //hash.cxx, //79
set_dlsym, //0, //0, //5, //stapdyn/dynutil.h, //36

