class template, instantiations, multiple overload instantiations, loc, definition file path, line
width_tag_t, //6, //3, //1, //Frameworks/authorization/src/connection.cc, //6
oak::benchmark_t, //0, //0, //13, //Shared/include/oak/debug/OakBenchmark.h, //10
plist::schema_t, //6, //1, //51, //Frameworks/plist/src/schema.h, //13
container_traits, //0, //0, //1, //Frameworks/authorization/src/connection.h, //8
oak::benchmark_t, //0, //0, //13, //Frameworks/OakDebug/src/OakBenchmark.h, //10
cf::value, //0, //0, //24, //Applications/PrivilegedTool/src/CFxx.h, //7
oak::basic_tree_t, //2, //2, //410, //Shared/include/oak/basic_tree.h, //10
socket_callback_t::helper_t, //0, //0, //9, //Applications/TextMate/src/RMateServer.cc, //81
indexed_map_t, //0, //0, //122, //Frameworks/buffer/src/indexed_map.h, //10
filter::callback_wrapper_t, //0, //0, //8, //Frameworks/file/src/filter.h, //30

function template, instantiations, multiple overload instantiations, loc, definition file path, line
plist::cache_t::copy_all, //0, //0, //18, //Frameworks/plist/src/fs_cache.h, //113
plist::cache_t::copy_heads_for_path, //0, //0, //5, //Frameworks/plist/src/fs_cache.h, //30
plist::cache_t::copy_links, //0, //0, //17, //Frameworks/plist/src/fs_cache.h, //93
ns::attr_string_t::add, //2, //1, //1, //Frameworks/Find/src/attr_string.h, //117
ns::attr_string_t::attr_string_t, //1, //1, //1, //Frameworks/Find/src/attr_string.h, //55
ns::attr_string_t::operator<<, //0, //0, //1, //Frameworks/Find/src/attr_string.h, //57
ns::operator<<, //1, //1, //1, //Frameworks/Find/src/attr_string.h, //219
indent::line, //0, //0, //4, //Frameworks/editor/src/indent.h, //12
plist::schema_t::map, //0, //0, //18, //Frameworks/plist/src/schema.h, //50
plist::schema_t::map, //0, //0, //18, //Frameworks/plist/src/schema.h, //72
oak::cap, //0, //0, //4, //Shared/include/oak/algorithm.h, //13
oak::contains, //0, //0, //4, //Shared/include/oak/algorithm.h, //7
oak::has_prefix, //0, //0, //10, //Shared/include/oak/algorithm.h, //19
oak::replace_copy, //0, //0, //14, //Shared/include/oak/algorithm.h, //31
test_equal_helper_t::operator(), //0, //0, //6, //Frameworks/plist/src/delta.cc, //16
connection_t::operator<<, //0, //0, //7, //Frameworks/authorization/src/connection.h, //30
connection_t::operator>>, //0, //0, //4, //Frameworks/authorization/src/connection.h, //44
connection_t::operator>>, //0, //0, //10, //Frameworks/authorization/src/connection.h, //50
ng::detail::memory_t::insert, //0, //0, //6, //Frameworks/buffer/src/storage.cc, //21
ng::detail::memory_t::memory_t, //0, //0, //5, //Frameworks/buffer/src/storage.cc, //14
seed_map, //0, //0, //5, //Frameworks/buffer/tests/t_indexed_map.cc, //14
encoding::classifier_t::each_word, //2, //1, //10, //Frameworks/encoding/src/encoding.h, //115
encoding::classifier_t::learn, //0, //0, //20, //Frameworks/encoding/src/encoding.h, //14
encoding::classifier_t::probability, //0, //0, //55, //Frameworks/encoding/src/encoding.h, //37
from_network, //1, //1, //1, //Frameworks/authorization/src/connection.cc, //13
from_network, //2, //1, //1, //Frameworks/authorization/src/connection.cc, //14
from_network, //1, //1, //1, //Frameworks/authorization/src/connection.cc, //15
from_network, //2, //2, //1, //Frameworks/authorization/src/connection.cc, //16
to_network, //1, //1, //1, //Frameworks/authorization/src/connection.cc, //8
to_network, //2, //1, //1, //Frameworks/authorization/src/connection.cc, //9
to_network, //1, //1, //1, //Frameworks/authorization/src/connection.cc, //10
to_network, //2, //2, //1, //Frameworks/authorization/src/connection.cc, //11
socket_callback_t::socket_callback_t, //0, //0, //10, //Applications/TextMate/src/RMateServer.cc, //42
connection_t::operator<<, //0, //0, //4, //Frameworks/authorization/src/connection.h, //24
encoding::charset_from_bom, //0, //0, //21, //Frameworks/file/src/encoding.h, //19
entity_escape, //0, //0, //19, //Applications/gtm/src/gtm.cc, //34
request_t::decode_uri, //1, //1, //18, //Shared/include/test/web_server.h, //47
request_t::request_t, //1, //1, //34, //Shared/include/test/web_server.h, //67
oak::basic_tree_t::find, //1, //1, //1, //Shared/include/oak/basic_tree.h, //224
oak::basic_tree_t::find, //1, //1, //5, //Shared/include/oak/basic_tree.h, //334
oak::basic_tree_t::lower_bound, //2, //1, //1, //Shared/include/oak/basic_tree.h, //227
oak::basic_tree_t::lower_bound, //2, //1, //21, //Shared/include/oak/basic_tree.h, //284
oak::basic_tree_t::upper_bound, //1, //1, //1, //Shared/include/oak/basic_tree.h, //230
oak::basic_tree_t::upper_bound, //1, //1, //21, //Shared/include/oak/basic_tree.h, //309

