class template, instantiations, multiple overload instantiations, loc, definition file path, line
sptr, //47, //4, //18, //src/sptr.hh, //96
const_sptr, //0, //0, //15, //src/sptr.hh, //129
sptr_base, //5, //2, //60, //src/sptr.hh, //12

function template, instantiations, multiple overload instantiations, loc, definition file path, line
File::Class::read, //29, //1, //2, //src/file.hh, //45
File::Class::write, //20, //1, //2, //src/file.hh, //61
sptr_base::sptr_base, //0, //0, //3, //src/sptr.hh, //39
File::Class::read, //2, //1, //2, //src/file.hh, //41
const_sptr::const_sptr, //0, //0, //1, //src/sptr.hh, //141
sptr::sptr, //0, //0, //1, //src/sptr.hh, //106

