class template, instantiations, multiple overload instantiations, loc, definition file path, line
sptr, //138, //19, //18, //sptr.hh, //96
sptr_base, //5, //2, //60, //sptr.hh, //12
const_sptr, //0, //0, //15, //sptr.hh, //129

function template, instantiations, multiple overload instantiations, loc, definition file path, line
sptr_base::sptr_base, //0, //0, //3, //sptr.hh, //39
File::Class::write, //27, //1, //2, //file.hh, //75
File::Class::read, //22, //1, //2, //file.hh, //59
sptr::sptr, //0, //0, //1, //sptr.hh, //106
arraySize, //0, //0, //1, //langcoder.hh, //17
File::Class::read, //2, //1, //2, //file.hh, //55
const_sptr::const_sptr, //0, //0, //1, //sptr.hh, //141

