class template, instantiations, multiple overload instantiations, loc, definition file path, line
threading::Queue, //11, //3, //106, //src/threading/Queue.h, //28
threading::InputMessage, //0, //0, //10, //src/threading/MsgThread.h, //352
threading::OutputMessage, //2, //1, //10, //src/threading/MsgThread.h, //381
H3, //2, //1, //44, //src/H3.h, //65

function template, instantiations, multiple overload instantiations, loc, definition file path, line
CompositeHash::AlignAndPadType, //13, //1, //4, //src/CompHash.h, //54
CompositeHash::AlignType, //13, //1, //4, //src/CompHash.h, //60
atoi_n, //5, //3, //33, //src/util.cc, //331
delete_each, //2, //1, //6, //src/util.h, //85
CompositeHash::SizeAlignType, //0, //0, //4, //src/CompHash.h, //66

